DG,Dollar General Corp.,Consumer Defensive,Discount Stores,185800,17.6,3.5,5.5,8.6,Moderate Controversy Level,2,19th percentile,Low
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,1900,33.8,17.7,7.5,8.6,Moderate Controversy Level,2,80th percentile,High
CLX,Clorox Company,Consumer Defensive,Household & Personal Products,8100,21.6,7.7,5.3,8.6,Moderate Controversy Level,2,35th percentile,Medium
XYL,Xylem Inc,Industrials,Specialty Industrial Machinery,23000,18.1,4.3,5.2,8.7,Low Controversy Level,1,21st percentile,Low
JKHY,Henry (Jack) & Associates,Technology,Information Technology Services,7120,18.7,4.3,5.7,8.7,None Controversy Level,N/A,23rd percentile,Low
GIS,General Mills Inc.,Consumer Defensive,Packaged Foods,34000,21.1,8.3,4.1,8.7,Moderate Controversy Level,2,32nd percentile,Medium
FI,Fiserv Inc.,Technology,Information Technology Services,42000,19.6,4.1,6.8,8.7,Moderate Controversy Level,2,27th percentile,Low
COO,The Cooper Companies Inc.,Healthcare,Medical Instruments & Supplies,15000,17.5,2.7,6,8.8,Moderate Controversy Level,2,19th percentile,Low
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,14000,35.4,20.8,5.8,8.8,Significant Controversy Level,3,84th percentile,High
FDS,Factset Research Systems,Financial Services,Financial Data & Stock Exchanges,12279,18.4,4.3,5.3,8.8,Low Controversy Level,1,22nd percentile,Low
D,Dominion Energy Inc,Utilities,Utilities - Regulated Electric,17700,26.4,11.9,5.6,8.8,Moderate Controversy Level,2,55th percentile,Medium
UPS,United Parcel Service Inc. Class B,Industrials,Integrated Freight & Logistics,500000,18.6,4.2,5.5,8.9,Moderate Controversy Level,2,23rd percentile,Low
SCHW,The Charles Schwab Corporation,Financial Services,Capital Markets,32600,23.3,2.4,11.9,8.9,Moderate Controversy Level,2,41st percentile,Medium
TROW,T Rowe Price Group Inc,Financial Services,Asset Management,7878,16.9,2.4,5.6,8.9,Low Controversy Level,1,17th percentile,Low
SWKS,Skyworks Solutions Inc,Technology,Semiconductors,9750,28,11.8,7.2,8.9,Low Controversy Level,1,61st percentile,Medium
PPL,Ppl Corporation,Utilities,Utilities - Regulated Electric,6629,31.3,17.1,5.3,8.9,Moderate Controversy Level,2,74th percentile,High
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,49000,25.6,9.8,6.9,8.9,Moderate Controversy Level,2,52nd percentile,Medium
FMC,Fmc Corporation,Basic Materials,Agricultural Inputs,6200,30.7,14.4,7.5,8.9,Low Controversy Level,1,72nd percentile,High
ANET,Arista Networks,Technology,Computer Hardware,4023,16.7,0.4,7.4,8.9,Low Controversy Level,1,16th percentile,Low
APA,Apa Corporation,Energy,Oil & Gas E&P,2271,38.8,22,8,8.9,Moderate Controversy Level,2,83rd percentile,High
AXP,American Express Company,Financial Services,Credit Services,74600,18.6,0.1,9.7,8.9,Moderate Controversy Level,2,23rd percentile,Low
WEC,Wec Energy Group Inc.,Utilities,Utilities - Regulated Electric,7000,27.5,13.4,5.1,9,Low Controversy Level,1,59th percentile,Medium
DIS,The Walt Disney Company,Communication Services,Entertainment,173250,15.7,0,6.7,9,Moderate Controversy Level,2,13th percentile,Low
LDOS,Leidos Holdings Inc.,Technology,Information Technology Services,47000,17.6,3.4,5.3,9,Moderate Controversy Level,2,19th percentile,Low
FE,Firstenergy Corp.,Utilities,Utilities - Regulated Electric,12042,25.6,10.8,5.8,9,Significant Controversy Level,3,51st percentile,Medium
CPRT,Copart Inc,Industrials,Specialty Business Services,12000,16,1.5,5.6,9,Low Controversy Level,1,14th percentile,Low
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,414000,21.3,6.6,5.6,9.1,Significant Controversy Level,3,33rd percentile,Medium
MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,1681,37.7,21.1,7.6,9.1,Moderate Controversy Level,2,89th percentile,High
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,18400,19.6,5.6,4.9,9.1,None Controversy Level,N/A,27th percentile,Low
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,19962,22.9,7.4,6.4,9.1,Significant Controversy Level,3,39th percentile,Medium
BBY,Best Buy Company Inc.,Consumer Cyclical,Specialty Retail,85000,15.9,2.4,4.4,9.1,Moderate Controversy Level,2,14th percentile,Low
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,9372,27.2,12.9,5.3,9.1,Moderate Controversy Level,2,58th percentile,Medium
AFL,Aflac Inc.,Financial Services,Insurance - Life,12785,18.3,0.3,8.9,9.1,Low Controversy Level,1,22nd percentile,Low
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,64088,29.4,14.3,5.8,9.2,Moderate Controversy Level,2,66th percentile,Medium
PYPL,Paypal Holdings Inc.,Financial Services,Credit Services,27200,17.8,2.8,5.8,9.2,Moderate Controversy Level,2,20th percentile,Low
NI,Nisource Inc.,Utilities,Utilities - Regulated Gas,7364,26,12,4.9,9.2,Significant Controversy Level,3,53rd percentile,Medium
MCHP,Microchip Technology Inc,Technology,Semiconductors,22300,31.8,15.3,7.4,9.2,Low Controversy Level,1,75th percentile,High
MAR,Marriot International Class A,Consumer Cyclical,Lodging,411000,21.4,8.6,3.7,9.2,Significant Controversy Level,3,34th percentile,Medium
KEY,Keycorp,Financial Services,Banks - Regional,16752,21.4,1.6,10.7,9.2,Low Controversy Level,1,34th percentile,Medium
CTAS,Cintas Corp,Industrials,Specialty Business Services,44500,18.1,3,5.9,9.2,Moderate Controversy Level,2,21st percentile,Low
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,45600,36.6,17,10.4,9.2,Significant Controversy Level,3,87th percentile,High
BIO,Bio-Rad Laboratories Inc.Class A,Healthcare,Medical Devices,8000,17.4,1.2,7,9.2,Low Controversy Level,1,18th percentile,Low
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,11311,26.5,12.7,4.5,9.3,Moderate Controversy Level,2,55th percentile,Medium
WBA,Walgreens Boots Alliance Inc,Healthcare,Pharmaceutical Retailers,330000,16.3,1.8,5.2,9.3,Significant Controversy Level,3,15th percentile,Low
TRV,The Travelers Companies Inc.,Financial Services,Insurance - Property & Casualty,32967,20.3,1,10,9.3,Low Controversy Level,1,29th percentile,Medium
PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities - Regulated Electric,12543,27.2,12.5,5.5,9.3,Moderate Controversy Level,2,58th percentile,Medium
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,75900,16.3,0.1,6.9,9.3,Low Controversy Level,1,15th percentile,Low
ICE,Intercontinental Exchange Inc.,Financial Services,Financial Data & Stock Exchanges,13226,19.8,1.7,8.8,9.3,Low Controversy Level,1,27th percentile,Low
CSGP,Costar Group Inc,Real Estate,Real Estate Services,6152,21.9,4.9,7.7,9.3,Low Controversy Level,1,36th percentile,Medium
CHRW,C.H. Robinson Worldwide Inc.,Industrials,Integrated Freight & Logistics,14990,19.3,4.7,5.3,9.3,Low Controversy Level,1,26th percentile,Low
MDLZ,Mondelez International Inc. Class A,Consumer Defensive,Confectioners,91000,22,7.2,5.4,9.4,Significant Controversy Level,3,36th percentile,Medium
NRG,Nrg Energy Inc.,Utilities,Utilities - Independent Power Producers,18131,32,16.8,5.7,9.5,Moderate Controversy Level,2,75th percentile,High
KO,Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,79100,21.6,7.2,4.9,9.5,Significant Controversy Level,3,35th percentile,Medium
VZ,Verizon Communications,Communication Services,Telecom Services,104400,18.7,3.7,5.4,9.6,Significant Controversy Level,3,23rd percentile,Low
PEP,Pepsico Inc.,Consumer Defensive,Beverages - Non-Alcoholic,318000,22.1,7.3,5.2,9.6,Significant Controversy Level,3,36th percentile,Medium
ISRG,Intuitive Surgical Inc.,Healthcare,Medical Instruments & Supplies,13676,21.1,3.7,7.8,9.6,Low Controversy Level,1,32nd percentile,Medium
CMG,Chipotle Mexican Grill Inc.,Consumer Cyclical,Restaurants,120000,20.7,6.8,4.3,9.6,Moderate Controversy Level,2,30th percentile,Medium
BX,Blackstone Inc.,Financial Services,Asset Management,4735,23.4,2.5,11.3,9.6,Moderate Controversy Level,2,42nd percentile,Medium
UNH,Unitedhealth Group Incorporated,Healthcare,Healthcare Plans,440000,15.3,0,5.6,9.7,Significant Controversy Level,3,12th percentile,Low
ROP,Roper Technologies Inc.,Technology,Software - Application,16800,20.4,4.7,6.1,9.7,None Controversy Level,N/A,30th percentile,Medium
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,12570,41.7,25,7,9.7,Moderate Controversy Level,2,93rd percentile,Severe
AIG,American International Group Inc.,Financial Services,Insurance - Diversified,25000,24.2,1.6,12.9,9.7,Moderate Controversy Level,2,46th percentile,Medium
BRO,Brown & Brown Inc.,Financial Services,Insurance Brokers,16152,20.5,0.1,10.6,9.8,Low Controversy Level,1,30th percentile,Medium
SYF,Synchrony Financial,Financial Services,Credit Services,20000,17.3,0.1,7.3,9.9,Moderate Controversy Level,2,18th percentile,Low
LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail,38000,16.9,1.6,5.5,9.9,Moderate Controversy Level,2,17th percentile,Low
BEN,Franklin Resources Inc.,Financial Services,Asset Management,10100,18.3,1.1,7.3,9.9,Moderate Controversy Level,2,22nd percentile,Low
BK,Bank of New York Mellon Corporation,Financial Services,Asset Management,52100,20.9,1.1,9.9,9.9,Moderate Controversy Level,2,31st percentile,Medium
PRU,Prudential Financial Inc.,Financial Services,Insurance - Life,40366,19.9,0.6,9.3,10,Low Controversy Level,1,28th percentile,Low
PNR,Pentair Plc,Industrials,Specialty Industrial Machinery,10500,22.1,6,6.1,10,Low Controversy Level,1,36th percentile,Medium
NKE,Nike Inc.,Consumer Cyclical,Footwear & Accessories,83700,19.6,3,6.7,10,Significant Controversy Level,3,27th percentile,Low
FCX,Freeport-Mcmoran Inc.,Basic Materials,Copper,27200,31.6,15.3,6.4,10,High Controversy Level,4,74th percentile,High
FTNT,Fortinet Inc.,Technology,Software - Infrastructure,13522,18.9,2.5,6.4,10,Low Controversy Level,1,24th percentile,Low
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,62000,41.6,23.1,8.5,10,Significant Controversy Level,3,93rd percentile,Severe
DTE,Dte Energy Company,Utilities,Utilities - Regulated Electric,9608,29.8,15,4.7,10,Moderate Controversy Level,2,68th percentile,Medium
CSX,Csx Corporation,Industrials,Railroads,23400,21.9,7,4.8,10,Moderate Controversy Level,2,36th percentile,Medium
STZ,Constellation Brands Inc.,Consumer Defensive,Beverages - Wineries & Distilleries,10600,24.7,9.4,5.2,10,Moderate Controversy Level,2,48th percentile,Medium
WMB,Williams Companies Inc.,Energy,Oil & Gas Midstream,5601,21.8,8.7,3,10.1,Moderate Controversy Level,2,35th percentile,Medium
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,53000,22,1,10.9,10.1,Moderate Controversy Level,2,36th percentile,Medium
RVTY,Revvity Inc.,Healthcare,Diagnostics & Research,11000,16.7,0.8,5.8,10.1,Moderate Controversy Level,2,16th percentile,Low
EQT,Eqt Corp,Energy,Oil & Gas E&P,881,35.7,17.7,7.9,10.1,Low Controversy Level,1,85th percentile,High
CFG,Citizens Financial Group Inc.,Financial Services,Banks - Regional,17354,23.5,2,11.4,10.1,Moderate Controversy Level,2,42nd percentile,Medium
CCL,Carnival Corporation,Consumer Cyclical,Travel Services,106000,24.5,9.4,5,10.1,Significant Controversy Level,3,47th percentile,Medium
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,24000,19.2,1,8.1,10.1,Significant Controversy Level,3,25th percentile,Low
ADM,Archer Daniels Midland Company,Consumer Defensive,Farm Products,40213,31.8,16.6,5,10.1,Significant Controversy Level,3,75th percentile,High
ACGL,Arch Capital Group Ltd,Financial Services,Insurance - Diversified,6400,22.5,1.5,10.9,10.1,Moderate Controversy Level,2,38th percentile,Medium
PNW,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,6133,30.8,14.7,5.8,10.2,Low Controversy Level,1,72nd percentile,High
MTB,M&t Bank Corp.,Financial Services,Banks - Regional,21927,26.5,2.6,13.6,10.3,Low Controversy Level,1,55th percentile,Medium
BBWI,Bath & Body Works Inc.,Consumer Cyclical,Specialty Retail,8981,28.3,12.2,5.9,10.3,Moderate Controversy Level,2,62nd percentile,Medium
HSY,The Hershey Company,Consumer Defensive,Confectioners,18650,26,10.5,5.1,10.4,Significant Controversy Level,3,53rd percentile,Medium
KMB,Kimberly-Clark Corp.,Consumer Defensive,Household & Personal Products,41000,28.5,10.4,7.6,10.4,Moderate Controversy Level,2,63rd percentile,Medium
NSC,Norfolk Southern Corp.,Industrials,Railroads,20700,23.9,8,5.4,10.5,Significant Controversy Level,3,44th percentile,Medium
UNP,Union Pacific Corp.,Industrials,Railroads,31052,23.5,7.3,5.6,10.6,Moderate Controversy Level,2,42nd percentile,Medium
ROL,Rollins Inc.,Consumer Cyclical,Personal Services,19000,19.3,1.8,6.9,10.6,Low Controversy Level,1,26th percentile,Low
MRK,Merck & Co. Inc.,Healthcare,Drug Manufacturers - General,70000,21.4,1.9,8.9,10.6,Significant Controversy Level,3,34th percentile,Medium
IQV,Iqvia Holdings Inc.,Healthcare,Diagnostics & Research,87000,19.1,1.3,7.2,10.6,Moderate Controversy Level,2,25th percentile,Low
HON,Honeywell International Inc.,Industrials,Conglomerates,95000,28.6,11,7,10.6,Significant Controversy Level,3,64th percentile,Medium
DXCM,Dexcom Inc.,Healthcare,Medical Devices,9500,24,5.3,8.1,10.6,Low Controversy Level,1,45th percentile,Medium
INTU,Intuit Inc,Technology,Software - Application,18200,16.4,1,4.7,10.7,Moderate Controversy Level,2,15th percentile,Low
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,20000,30,13.3,6,10.7,Significant Controversy Level,3,69th percentile,Medium
GPN,Global Payments Inc.,Industrials,Specialty Business Services,27000,20.9,3.7,6.5,10.7,Low Controversy Level,1,31st percentile,Medium
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,27037,27,11.5,4.8,10.7,Moderate Controversy Level,2,57th percentile,Medium
CHTR,Charter Comm Inc Del Cl a,Communication Services,Telecom Services,101100,24.7,6.1,7.9,10.7,Moderate Controversy Level,2,48th percentile,Medium
CNP,Centerpoint Energy Inc.,Utilities,Utilities - Regulated Electric,8827,28.7,12.9,5.1,10.7,Moderate Controversy Level,2,64th percentile,Medium
VRSN,Verisign Inc,Technology,Software - Infrastructure,907,21.3,4.7,5.8,10.8,Low Controversy Level,1,33rd percentile,Medium
ROST,Ross Stores Inc,Consumer Cyclical,Apparel Retail,108000,18.2,1.8,5.7,10.8,Moderate Controversy Level,2,21st percentile,Low
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,83000,20,2.7,6.5,10.8,Moderate Controversy Level,2,28th percentile,Low
AIZ,Assurant Inc.,Financial Services,Insurance - Specialty,13600,24.1,1.6,11.7,10.8,Moderate Controversy Level,2,45th percentile,Medium
NCLH,Norwegian Cruise Line Holdings Ltd.s,Consumer Cyclical,Travel Services,41000,25.9,9,6.1,10.9,Moderate Controversy Level,2,53rd percentile,Medium
ED,Consolidated Edison Inc.,Utilities,Utilities - Regulated Electric,14592,23.8,6.9,6.1,10.9,Significant Controversy Level,3,44th percentile,Medium
CMCSA,Comcast Corp,Communication Services,Telecom Services,186000,23.1,4,8.2,10.9,Moderate Controversy Level,2,41st percentile,Medium
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,49821,21.2,0.1,10.1,10.9,Moderate Controversy Level,2,33rd percentile,Medium
SO,The Southern Company,Utilities,Utilities - Regulated Electric,27819,33,14.7,7.3,11,Moderate Controversy Level,2,78th percentile,High
REGN,Regeneron Pharmaceuticals Inc,Healthcare,Biotechnology,13677,18,0.3,6.7,11,Moderate Controversy Level,2,21st percentile,Low
PCAR,Paccar Inc,Industrials,Farm & Heavy Construction Machinery,32400,27.6,8.4,8.3,11,Significant Controversy Level,3,60th percentile,Medium
OKE,Oneok Inc.,Energy,Oil & Gas Midstream,4775,25.1,10.8,3.3,11,Low Controversy Level,1,50th percentile,Medium
IVZ,Invesco Ltd,Financial Services,Asset Management,8527,22.8,0.7,11,11,Moderate Controversy Level,2,39th percentile,Medium
CMA,Comerica Incorporated,Financial Services,Banks - Regional,7619,25.2,2.5,11.7,11,Moderate Controversy Level,2,50th percentile,Medium
CINF,Cincinnati Financial Corp,Financial Services,Insurance - Property & Casualty,5426,25.6,1.8,12.9,11,Low Controversy Level,1,52nd percentile,Medium
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,14049,33.5,13.9,8.6,11.1,Moderate Controversy Level,2,80th percentile,High
EL,The Estee Lauder Companies Inc. Class A,Consumer Defensive,Household & Personal Products,44020,25.5,6.9,7.5,11.1,Moderate Controversy Level,2,51st percentile,Medium
MKC,Mccormick & Company Incorporated Non-Vtg Cs,Consumer Defensive,Packaged Foods,13800,26.1,9.6,5.3,11.1,Moderate Controversy Level,2,53rd percentile,Medium
RJF,Raymond James Financial Inc.,Financial Services,Capital Markets,18000,27,2.3,13.4,11.2,Moderate Controversy Level,2,57th percentile,Medium
HBAN,Huntington Bancshares Inc,Financial Services,Banks - Regional,19719,21.8,2,8.7,11.2,Moderate Controversy Level,2,35th percentile,Medium
COST,Costco Wholesale Corp,Consumer Defensive,Discount Stores,316000,23.3,6.5,5.6,11.2,Significant Controversy Level,3,41st percentile,Medium
GOOGL,Alphabet Inc. Class A,Communication Services,Internet Content & Information,180895,24.2,1.6,11.5,11.2,High Controversy Level,4,46th percentile,Medium
MMC,Marsh & Mclennan Companies Inc.,Financial Services,Insurance Brokers,85000,21.1,0.1,9.7,11.3,Moderate Controversy Level,2,32nd percentile,Medium
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,34000,26.2,8.3,6.5,11.3,Moderate Controversy Level,2,54th percentile,Medium
YUM,Yum! Brands Inc.,Consumer Cyclical,Restaurants,35000,20.1,4.5,4.1,11.4,Moderate Controversy Level,2,28th percentile,Medium
EIX,Edison International,Utilities,Utilities - Regulated Electric,13003,27.5,11,5.1,11.4,Significant Controversy Level,3,59th percentile,Medium
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,60000,22.4,5.3,5.6,11.5,Significant Controversy Level,3,34th percentile,Medium
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,163000,28.5,9.8,7.2,11.5,High Controversy Level,4,63rd percentile,Medium
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,40000,23.6,1.5,10.6,11.5,Moderate Controversy Level,2,43rd percentile,Medium
NDSN,Nordson Corp,Industrials,Specialty Industrial Machinery,7700,24.9,8.2,5.1,11.6,Low Controversy Level,1,49th percentile,Medium
ILMN,Illumina Inc,Healthcare,Diagnostics & Research,10590,18.6,0.1,6.9,11.6,Significant Controversy Level,3,23rd percentile,Low
GRMN,Garmin Ltd,Technology,Scientific & Technical Instruments,19900,20.7,4.8,4.3,11.6,Low Controversy Level,1,30th percentile,Medium
AAL,American Airlines Group Inc.,Industrials,Airlines,132800,26.4,9.9,4.8,11.6,Moderate Controversy Level,2,54th percentile,Medium
WYNN,Wynn Resorts Ltd,Consumer Cyclical,Resorts & Casinos,27800,25.7,3.4,10.6,11.8,Moderate Controversy Level,2,52nd percentile,Medium
NTRS,Northern Trust Corp,Financial Services,Asset Management,23000,23.9,1.9,10.2,11.8,Moderate Controversy Level,2,44th percentile,Medium
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,45000,25.3,7,6.5,11.8,Moderate Controversy Level,2,50th percentile,Medium
DFS,Discover Financial Services,Financial Services,Credit Services,21100,22.5,0.1,10.5,11.9,Moderate Controversy Level,2,38th percentile,Medium
BSX,Boston Scientific Corp.,Healthcare,Medical Devices,48000,23.1,2.4,8.9,11.9,Moderate Controversy Level,2,41st percentile,Medium
AOS,A.O. Smith Corporation,Industrials,Specialty Industrial Machinery,12000,25.4,7.2,6.4,11.9,Low Controversy Level,1,51st percentile,Medium
WAB,Wabtec Inc.,Industrials,Railroads,29000,23.3,5.4,6,12,Moderate Controversy Level,2,42nd percentile,Medium
SJM,The J.M. Smucker Company,Consumer Defensive,Packaged Foods,5800,30.5,12.9,5.6,12,Moderate Controversy Level,2,71st percentile,High
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,5254,29.2,12.1,5.1,12,Moderate Controversy Level,2,66th percentile,Medium
HOLX,Hologic Inc,Healthcare,Medical Instruments & Supplies,6990,25,4.6,8.4,12.1,Low Controversy Level,1,49th percentile,Medium
DPZ,Domino's Pizza Inc.,Consumer Cyclical,Restaurants,6500,29.2,10.6,6.3,12.2,Moderate Controversy Level,2,66th percentile,Medium
PG,Procter & Gamble Company,Consumer Defensive,Household & Personal Products,107000,28.6,9.6,6.7,12.2,Significant Controversy Level,3,63rd percentile,Medium
COF,Capital One Financial,Financial Services,Credit Services,51300,22.5,0.1,10.1,12.3,Significant Controversy Level,3,38th percentile,Medium
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,2100000,25.3,5.9,7.1,12.4,Significant Controversy Level,3,50th percentile,Medium
TSN,Tyson Foods Inc.,Consumer Defensive,Farm Products,139000,35.9,14,9.5,12.4,High Controversy Level,4,85th percentile,High
RMD,Resmed Inc.,Healthcare,Medical Instruments & Supplies,,26.4,3.5,10.4,12.4,Low Controversy Level,1,55th percentile,Medium
VRSK,Verisk Analytics Inc.,Industrials,Consulting Services,7500,17.5,0.1,5,12.5,Low Controversy Level,1,19th percentile,Low
SWK,Stanley Black & Decker Inc.,Industrials,Tools & Accessories,50000,25.3,5,7.8,12.5,Moderate Controversy Level,2,50th percentile,Medium
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,25000,25.9,8,5.4,12.5,Low Controversy Level,1,53rd percentile,Medium
MCD,Mcdonald's Corporation,Consumer Cyclical,Restaurants,100000,26,7.6,5.8,12.6,Significant Controversy Level,3,53rd percentile,Medium
LLY,Eli Lilly & Co.,Healthcare,Drug Manufacturers - General,43000,24.3,2.5,9.1,12.6,Moderate Controversy Level,2,46th percentile,Medium
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,67000,19.7,0.4,6.6,12.7,Moderate Controversy Level,2,27th percentile,Low
UAL,United Airlines Holdings Inc.,Industrials,Airlines,104500,28.6,10.8,5,12.8,Moderate Controversy Level,2,64th percentile,Medium
GS,Goldman Sachs Group Inc.,Financial Services,Capital Markets,44400,25.5,0.9,11.8,12.8,Moderate Controversy Level,2,51st percentile,Medium
DLTR,Dollar Tree Inc.,Consumer Defensive,Discount Stores,65894,20.1,3.3,4,12.8,Moderate Controversy Level,2,28th percentile,Medium
STT,State Street Corporation,Financial Services,Asset Management,45871,24.1,1.6,9.5,12.9,Low Controversy Level,1,45th percentile,Medium
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,88000,24.6,2.1,9.6,12.9,Significant Controversy Level,3,47th percentile,Medium
MS,Morgan Stanley,Financial Services,Capital Markets,80000,24.6,1.1,10.5,12.9,Moderate Controversy Level,2,47th percentile,Medium
MGM,Mgm Resorts International,Consumer Cyclical,Resorts & Casinos,58000,24.8,1.3,10.5,13,Moderate Controversy Level,2,48th percentile,Medium
DGX,Quest Diagnostics Inc.,Healthcare,Diagnostics & Research,50000,21.2,0.1,8,13.1,Significant Controversy Level,3,33rd percentile,Medium
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,67000,28.4,8.8,6.6,13.1,Low Controversy Level,1,62nd percentile,Medium
SYK,Stryker Corporation,Healthcare,Medical Devices,52000,28.3,4,11,13.2,Moderate Controversy Level,2,62nd percentile,Medium
IT,Gartner Inc.,Technology,Information Technology Services,20290,18.9,0.1,5.6,13.2,Low Controversy Level,1,24th percentile,Low
PNC,Pnc Financial Services Group,Financial Services,Banks - Regional,54441,26.1,1.9,10.8,13.3,Significant Controversy Level,3,53rd percentile,Medium
EXPE,Expedia Group Inc.,Consumer Cyclical,Travel Services,17100,27.6,4.3,10.1,13.3,Moderate Controversy Level,2,60th percentile,Medium
CNC,Centene Corporation,Healthcare,Healthcare Plans,59900,19.9,0.1,6.5,13.3,Moderate Controversy Level,2,28th percentile,Low
BG,Bunge Global Sa,Consumer Defensive,Farm Products,23000,32.9,14.4,5.3,13.3,Significant Controversy Level,3,78th percentile,High
TMUS,T-Mobile Us Inc.,Communication Services,Telecom Services,67000,24.6,4.2,7.1,13.4,Significant Controversy Level,3,47th percentile,Medium
MDT,Medtronic Plc,Healthcare,Medical Devices,95000,22.8,1.8,7.6,13.4,Significant Controversy Level,3,39th percentile,Medium
K,Kellanova,Consumer Defensive,Packaged Foods,23000,28.4,10.6,4.4,13.4,Moderate Controversy Level,2,63rd percentile,Medium
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,5019,34.6,14.8,6.4,13.4,Moderate Controversy Level,2,83rd percentile,High
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,82700,28.5,3.4,11.5,13.5,Significant Controversy Level,3,63rd percentile,Medium
AMGN,Amgen Inc,Healthcare,Drug Manufacturers - General,26700,22,0.7,7.8,13.5,Significant Controversy Level,3,36th percentile,Medium
BDX,Becton Dickinson and Co.,Healthcare,Medical Instruments & Supplies,70000,23.8,3,7.1,13.6,Significant Controversy Level,3,44th percentile,Medium
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,60000,23.6,2.8,7.1,13.6,Significant Controversy Level,3,43rd percentile,Medium
MMM,3m Company,Industrials,Conglomerates,85000,37.3,17.2,6.5,13.6,Severe Controversy Level,5,89th percentile,High
LUV,Southwest Airlines Co.,Industrials,Airlines,74695,30.7,11,5.9,13.7,Moderate Controversy Level,2,71st percentile,High
IEX,Idex Corporation,Industrials,Specialty Industrial Machinery,8800,29.3,10.3,5.3,13.7,None Controversy Level,N/A,66th percentile,Medium
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,62730,29.5,9.5,6.2,13.8,Moderate Controversy Level,2,67th percentile,Medium
C,Citigroup Inc.,Financial Services,Banks - Diversified,237000,29.2,1.8,13.7,13.8,High Controversy Level,4,66th percentile,Medium
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,13200,30.5,9,7.6,13.9,Moderate Controversy Level,2,71st percentile,High
T,At&t Inc.,Communication Services,Telecom Services,148290,23.9,3.3,6.7,13.9,Significant Controversy Level,3,44th percentile,Medium
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,18000,34.8,16.1,4.7,14,Low Controversy Level,1,83rd percentile,High
DVA,Davita Inc.,Healthcare,Medical Care Facilities,70000,22.6,0.1,8.4,14.1,Moderate Controversy Level,2,38th percentile,Medium
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,36000,33.7,13.5,6.2,14.1,Significant Controversy Level,3,80th percentile,High
TSLA,Tesla Inc.,Consumer Cyclical,Auto Manufacturers,140473,25.2,3.3,7.8,14.1,Significant Controversy Level,3,50th percentile,Medium
ABT,Abbott Laboratories,Healthcare,Medical Devices,114000,24.8,2.3,8.3,14.2,Significant Controversy Level,3,48th percentile,Medium
GILD,Gilead Sciences Inc,Healthcare,Drug Manufacturers - General,18000,23,1,7.6,14.3,Moderate Controversy Level,2,40th percentile,Medium
STLD,Steel Dynamics Inc,Basic Materials,Steel,12600,33,10.6,8.1,14.4,Low Controversy Level,1,78th percentile,High
NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,101000,27.5,7.8,5.4,14.4,Moderate Controversy Level,2,59th percentile,Medium
BMY,Bristol-Myers Squibb Co.,Healthcare,Drug Manufacturers - General,34100,22.7,1.3,7.1,14.4,Moderate Controversy Level,2,39th percentile,Medium
